reward_variant,algo,learning_rate,batch_size,target_update_interval,hidden_units,td_error,action_match,value,loss,pdis,mood_improvement,direct_method_v0
reward_sparse,dqn,6.25e-05,32,8000,256x256,0.25797573201557683,0.16776315789473684,0.23265157825632118,0.003615899573270872,0.011528528028835222,1.2000000119209289,0.2106604780578478
reward_sparse,dqn,6.25e-05,64,1000,64x64,0.21496464196699527,0.14802631578947367,0.41519217065682534,0.00929119098521769,4.778428191550203e-05,0.7500000149011612,0.4209112762050195
reward_sparse,dqn,6.25e-05,64,1000,256x256,0.35434258130675067,0.16776315789473684,0.6488709591917301,0.0053256273114006035,0.011530784144229575,0.3888888955116272,0.6177330328659578
reward_sparse,dqn,6.25e-05,64,8000,64x64,0.21589670859394405,0.13815789473684212,0.23111436585895717,0.007989867996709654,-1.2611080142916272e-05,1.0000000198682149,0.23087690923024307
reward_sparse,dqn,6.25e-05,64,8000,256x256,0.2613621680528276,0.16447368421052633,0.2362007248907742,0.0026913860628701514,0.011527988545542038,1.0000000149011612,0.20874752129682086
reward_sparse,double_dqn,0.0001,32,1000,64x64,0.2160609210409692,0.16776315789473684,0.38705912820602717,0.008811274177260929,0.01152795975760174,0.5000000099341074,0.39195464517582546
reward_sparse,double_dqn,0.0001,32,1000,256x256,0.3610075322798666,0.15460526315789475,0.560936807654798,0.006381338713690638,0.011530780179975001,0.4666666746139526,0.5336689220910723
reward_sparse,double_dqn,0.0001,32,8000,64x64,0.2165819871991015,0.08552631578947369,0.17381350415464686,0.009407981615327299,-1.2611043887438354e-05,1.0000000198682149,0.17065145972777496
reward_sparse,double_dqn,0.0001,32,8000,256x256,0.2846446718864976,0.12171052631578948,0.14657487676939987,0.00482178693319438,4.7784200631011135e-05,1.0000000198682149,0.11011939254504713
reward_sparse,double_dqn,0.0001,64,1000,64x64,0.23778888617457594,0.1513157894736842,0.42354882812421574,0.00807479823444737,0.011527959757479157,0.5000000099341074,0.43108218400315806
reward_sparse,double_dqn,0.0001,64,1000,256x256,0.4295569257951093,0.14802631578947367,0.6315590536319896,0.005142491029319353,0.011530784142474554,0.3888888955116272,0.5922094078903849
reward_sparse,double_dqn,0.0001,64,8000,64x64,0.2295303905800654,0.09868421052631579,0.18306368635967374,0.00841142627352383,-1.2071560716839313e-05,1.0000000198682149,0.1783188826150515
reward_sparse,double_dqn,0.0001,64,8000,256x256,0.2790142898906196,0.14473684210526316,0.15999661431583503,0.00356810152012622,-0.00025732790816181453,1.0000000198682149,0.1304287831219633
reward_sparse,double_dqn,6.25e-05,32,1000,64x64,0.20702129131576016,0.14144736842105263,0.3548443813955313,0.0097791043833422,5.0065263945994634e-05,1.1111111243565877,0.3641783286902038
